2	0.9937041017350418
3	0.996105524507785
4	0.999822090417347
5	0.9999803708228092
6	0.9999957314486005
7	0.9999974906928135
8	0.9999981841674399
9	0.999998658602753
10	0.9999990087197519
11	0.9999992672218776
12	0.9999994586213475
13	0.9999996001350526
14	0.9999997049430412
15	0.9999997817598144
16	0.9999998382182973
17	0.9999998798343386
18	0.9999999105808794
19	0.9999999333473111
20	0.9999999502423818
21	0.999999962805408
22	0.9999999721660636
23	0.9999999791516394
24	0.9999999843714208
25	0.9999999882766276
26	0.9999999912012973
27	0.999999993393485
28	0.999999995037932
29	0.9999999962721983
30	0.9999999971982265
