2	0.9998854173486101
3	0.9999905841614819
4	0.9999994755290782
5	0.9999998524205764
6	0.9999998809738977
7	0.9999998821108705
8	0.9999998821508687
9	0.9999998821516604
10	0.9999998821516604
11	0.9999998821516604
12	0.9999998821516604
13	0.9999998821516604
14	0.9999998821516604
15	0.9999998821516604
16	0.9999998821516604
17	0.9999998821516604
18	0.9999998821516604
19	0.9999998821516604
20	0.9999998821516604
21	0.9999998821516604
22	0.9999998821516604
23	0.9999998821516604
24	0.9999998821516604
25	0.9999998821516604
26	0.9999998821516604
27	0.9999998821516604
28	0.9999998821516604
29	0.9999998821516604
30	0.9999998821516604
